recipe_id,recipe_name,replaced_food_id,replaced_food_name,replaced_food_quantity,subsitute_food_id,substitute_food_name,substitute_food_quantity
"""531""","""Lamb Tortellini Minestrone""","""427""",""" canned beef broth """,76.125,"""4094""",""" cond. cheese soup """,98.12946428571429
"""538""","""Braised Eye of the Round""","""172""",""" Beef Eye Round Roast """,113.75,"""4152""",""" taco """,93.99999999999999
"""543""","""Beef Fajitas""","""192""",""" beef top round steak """,113.75,"""4152""",""" taco """,143.61111111111114
"""552""","""Beef Jambalaya""","""175""",""" Beef Ground Round """,85.3125,"""4152""",""" taco """,79.37500000000004
"""560""","""Ranch-Style Beans""","""427""",""" canned beef broth """,84.1,"""4090""",""" cond. cream of asparagus soup """,102.22142857142863
"""560""","""Ranch-Style Beans""","""427""",""" canned beef broth """,84.1,"""4094""",""" cond. cheese soup """,76.66607142857146
"""560""","""Ranch-Style Beans""","""427""",""" canned beef broth """,84.1,"""4103""",""" gazpacho soup """,99.84418604651168
"""560""","""Ranch-Style Beans""","""427""",""" canned beef broth """,84.1,"""4108""",""" cond. onion soup """,104.71463414634152
"""595""","""Beef Fajitas with Fresh Tomatoes""","""1259""",""" flank steak """,113.75,"""4149""",""" cheese and bean burrito """,101.99999999999997
"""595""","""Beef Fajitas with Fresh Tomatoes""","""1259""",""" flank steak """,113.75,"""4151""",""" cheese enchilada """,101.99999999999997
"""611""","""Texas Chili 'n Pasta""","""168""",""" beef chuck """,85.3125,"""4149""",""" cheese and bean burrito """,65.0
"""611""","""Texas Chili 'n Pasta""","""168""",""" beef chuck """,85.3125,"""4151""",""" cheese enchilada """,65.0
"""1022""","""Turkey Pot Roast""","""3551""",""" turkey thigh """,284.375,"""4149""",""" cheese and bean burrito """,318.06250000000006
"""1022""","""Turkey Pot Roast""","""3551""",""" turkey thigh """,284.375,"""4151""",""" cheese enchilada """,318.06250000000006
"""1051""","""Tomato Cajun Chicken Salad""","""804""",""" cooked chicken """,120.0,"""1065""",""" dried frozen tofu """,89.23076923076924
"""1128""","""Poached Fish with Horseradish Sauce""","""1379""",""" fresh or frozen fish fillet """,116.0,"""4152""",""" taco """,150.00000000000003
"""1131""",""" Fish Baked with Summer Squash, Onion and Herbs ""","""3682""",""" white fish fillet """,113.75,"""1065""",""" dried frozen tofu """,114.27884615384615
"""1141""","""Risotto Con Frutti Di Mare""","""3351""",""" Surimi seafood """,58.0,"""4149""",""" cheese and bean burrito """,63.083333333333336
"""1141""","""Risotto Con Frutti Di Mare""","""3351""",""" Surimi seafood """,58.0,"""4151""",""" cheese enchilada """,63.083333333333336
"""1144""","""Fish Chowder""","""3693""",""" white or light fish """,227.5,"""4149""",""" cheese and bean burrito """,279.06249999999994
"""1144""","""Fish Chowder""","""3693""",""" white or light fish """,227.5,"""4151""",""" cheese enchilada """,279.06249999999994
"""1182""","""The 'T and T Deluxe'""","""519""",""" canned solid white tuna in water """,62.833333333333336,"""4149""",""" cheese and bean burrito """,66.04333333333336
"""1182""","""The 'T and T Deluxe'""","""519""",""" canned solid white tuna in water """,62.833333333333336,"""4151""",""" cheese enchilada """,66.04333333333336
"""1188""","""Baked Fish""","""1379""",""" fresh or frozen fish fillet """,116.0,"""4152""",""" taco """,121.5625
